,Timestamp,Email address,Google_Score,Name,IITP webmail,Phone (10 digit only),roll,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22,q23,q24,q25,q26,q27,q28,Score_after_negative,StatusAns
137,07-08-2021 12:20,enoch_cann850@kideod.biz,57.0 / 84.0,Enoch Cann,enoch_cann1779@iitp.ac.in,9313421155,1401CS20,Option A,,Option B,Option C,Option B,Option C,Option D,Option D,,Option B,,Option A,Option B,,Option B,,Option C,Option D,Option B,Option D,Option A,Option A,,Option D,,Option A,Option C,Option D,55.0 / 84.0,"(19.0 , 2.0 , 7)"
138,07-08-2021 12:21,anabelle_nicholls592@jiman.org,48.0 / 84.0,Anabelle Nicholls,anabelle_nicholls990@iitp.ac.in,9013697703,1401CS51,Option A,Option D,Option B,Option C,Option B,Option C,Option D,,,Option A,Option D,,,,,Option D,Option C,Option D,,,Option A,,Option A,,,Option A,Option C,Option D,47.0 / 84.0,"(16.0 , 1.0 , 11)"
139,07-08-2021 12:21,bob_yoman7605@liret.org,45.0 / 84.0,Bob Yoman,bob_yoman8002@iitp.ac.in,9299602770,1401EE12,Option A,Option D,Option B,Option C,Option B,Option C,Option D,,,Option A,Option C,Option A,,,,,Option C,Option D,,,Option B,Option A,,Option D,,Option C,,Option D,43.0 / 84.0,"(15.0 , 2.0 , 11)"
140,07-08-2021 12:21,mark_rust2278@famism.biz,57.0 / 84.0,Mark Rust,mark_rust1634@iitp.ac.in,6202243119,1401CE57,Option A,,Option B,Option C,Option B,Option C,Option D,,,,Option D,Option A,Option D,,Option B,Option B,Option C,Option D,,Option D,Option D,Option A,Option A,Option D,Option D,Option A,Option C,Option D,54.0 / 84.0,"(19.0 , 3.0 , 6)"
141,07-08-2021 12:21,jade_emmott9517@typill.biz,57.0 / 84.0,Jade Emmott,jade_emmott4240@iitp.ac.in,9392787379,1401CB24,Option A,Option D,Option B,,Option C,Option C,Option D,Option D,Option A,Option A,Option C,Option A,,Option D,Option B,Option D,Option C,Option D,,Option D,,Option C,Option A,Option D,Option B,Option A,,,54.0 / 84.0,"(19.0 , 3.0 , 6)"
142,07-08-2021 12:21,wade_moore619@dionrab.com,57.0 / 84.0,Wade Moore,wade_moore9580@iitp.ac.in,8924952439,1401ME19,Option A,,Option B,Option C,,Option C,Option D,Option D,,Option A,,Option A,Option D,Option C,Option B,,Option C,Option D,,,Option A,,Option A,Option D,Option D,Option A,Option C,Option D,56.0 / 84.0,"(19.0 , 1.0 , 8)"
143,07-08-2021 12:21,christy_ianson4680@iatim.tech,66.0 / 84.0,Christy Ianson,christy_ianson9772@iitp.ac.in,7004057591,1401CE05,Option A,,Option B,Option C,,Option C,Option D,Option D,Option A,,Option C,Option A,,Option D,Option B,Option D,Option C,Option D,,Option D,,Option A,Option A,Option D,Option D,Option A,Option C,Option D,66.0 / 84.0,"(22.0 , 0.0 , 6)"
144,07-08-2021 12:21,tiffany_bryson5791@cispeto.com,57.0 / 84.0,Tiffany Bryson,tiffany_bryson9010@iitp.ac.in,7990574201,1401CB32,Option A,Option D,Option B,Option C,,Option C,,Option C,,Option A,Option C,Option A,Option B,Option D,Option B,Option D,Option C,Option D,,Option D,Option A,,Option B,Option D,Option B,Option A,Option C,Option D,53.0 / 84.0,"(19.0 , 4.0 , 5)"
145,07-08-2021 12:21,harmony_rowe4004@fuliss.net,81.0 / 84.0,Harmony Rowe,harmony_rowe3691@iitp.ac.in,9021580115,1401MM08,Option A,Option D,Option B,Option C,Option B,Option C,Option D,Option D,Option A,Option A,Option C,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option B,80.0 / 84.0,"(27.0 , 1.0 , 0)"
146,07-08-2021 12:21,karen_wright4484@nickia.com,60.0 / 84.0,Karen Wright,karen_wright2216@iitp.ac.in,9404786107,1401EE59,,,,,Option B,,Option D,Option D,Option A,,Option D,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option D,Option A,Option A,Option D,Option D,Option A,Option C,Option D,58.0 / 84.0,"(20.0 , 2.0 , 6)"
147,07-08-2021 12:21,jaylene_ramsey1674@qater.org,60.0 / 84.0,Jaylene Ramsey,jaylene_ramsey8124@iitp.ac.in,7569728543,1401MM09,Option A,Option D,Option B,Option C,Option B,Option C,Option D,Option D,Option C,,Option C,Option A,Option C,Option D,Option B,Option B,Option C,Option D,Option C,Option D,Option D,Option A,,Option D,,Option A,Option C,Option D,55.0 / 84.0,"(20.0 , 5.0 , 3)"
148,07-08-2021 12:21,norah_riley4302@tonsy.org,48.0 / 84.0,Norah Riley,norah_riley7892@iitp.ac.in,9723708889,1401EE41,Option A,,Option B,Option C,Option B,Option C,,Option D,,Option A,,Option D,Option D,Option D,Option B,,,Option D,Option B,,Option A,,,Option D,,Option A,,Option D,47.0 / 84.0,"(16.0 , 1.0 , 11)"
149,07-08-2021 12:21,tony_gray3051@womeona.net,60.0 / 84.0,Tony Gray,tony_gray5902@iitp.ac.in,6290839605,1401CE09,Option A,Option D,Option B,Option C,,Option C,Option D,Option D,,Option A,Option C,Option A,Option B,Option A,Option B,Option D,Option C,Option D,,,Option A,Option B,Option A,Option D,Option D,Option A,Option C,Option B,56.0 / 84.0,"(20.0 , 4.0 , 4)"
150,07-08-2021 12:21,javier_newman496@mafthy.com,60.0 / 84.0,Javier Newman,javier_newman6468@iitp.ac.in,7985859647,1401CE10,Option A,Option D,Option B,Option C,,Option C,Option D,Option D,,Option A,Option C,Option D,Option D,,,Option C,Option C,Option D,Option B,Option B,Option A,Option A,Option A,Option D,Option D,Option A,Option D,Option D,56.0 / 84.0,"(20.0 , 4.0 , 4)"
151,07-08-2021 12:21,rita_taylor9521@bauros.biz,51.0 / 84.0,Rita Taylor,rita_taylor8922@iitp.ac.in,7597226686,1401CE39,Option A,,Option B,Option C,,,Option D,Option D,,Option A,Option C,Option A,Option D,,Option B,Option D,Option B,Option D,,,Option A,,Option C,Option D,Option D,Option A,Option C,,49.0 / 84.0,"(17.0 , 2.0 , 9)"
152,07-08-2021 12:21,alessia_fulton6643@deons.tech,60.0 / 84.0,Alessia Fulton,alessia_fulton466@iitp.ac.in,7083797331,1401EE57,Option A,Option D,Option B,Option C,Option B,Option C,Option D,,,Option B,Option D,Option D,Option D,,Option B,Option D,Option C,Option A,Option B,Option D,Option A,Option A,Option A,Option D,,Option A,Option C,Option D,56.0 / 84.0,"(20.0 , 4.0 , 4)"
153,07-08-2021 12:21,barney_cobb8283@gompie.com,78.0 / 84.0,Barney Cobb,barney_cobb8340@iitp.ac.in,7700861080,1401EE60,Option A,Option D,Option B,Option C,Option B,Option C,Option D,Option D,Option A,Option B,Option C,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option D,Option A,Option A,Option D,Option D,Option A,Option C,Option D,76.0 / 84.0,"(26.0 , 2.0 , 0)"
154,07-08-2021 12:21,jules_rainford1521@iatim.tech,63.0 / 84.0,Jules Rainford,jules_rainford3379@iitp.ac.in,7505822217,1401EE63,Option A,Option D,Option B,Option C,Option B,Option D,Option D,,,Option A,Option C,Option A,,Option D,Option B,Option D,Option C,Option D,Option B,,Option A,Option A,Option A,Option D,,Option A,Option A,Option D,61.0 / 84.0,"(21.0 , 2.0 , 5)"
155,07-08-2021 12:21,andie_harrington2531@nanoff.biz,69.0 / 84.0,Andie Harrington,andie_harrington5457@iitp.ac.in,8840551520,1401CE16,Option A,Option D,Option A,Option C,Option A,Option C,Option D,Option D,Option B,Option A,Option C,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option B,Option B,Option A,Option B,Option A,Option D,Option D,Option A,Option C,Option D,64.0 / 84.0,"(23.0 , 5.0 , 0)"
156,07-08-2021 12:21,matthew_griffiths4303@guentu.biz,78.0 / 84.0,Matthew Griffiths,matthew_griffiths4064@iitp.ac.in,7268077407,1401ME70,Option B,Option D,Option B,Option C,Option B,Option C,Option D,Option D,Option A,Option A,Option C,Option A,Option D,Option D,Option A,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option D,76.0 / 84.0,"(26.0 , 2.0 , 0)"
157,07-08-2021 12:21,davina_lakey4342@grannar.com,54.0 / 84.0,Davina Lakey,davina_lakey3002@iitp.ac.in,7013320405,1401CE21,Option A,Option D,Option B,Option C,,Option C,,,,Option A,Option C,Option A,,Option D,Option B,,Option C,Option D,,,,Option A,Option A,Option D,,Option A,Option C,Option D,54.0 / 84.0,"(18.0 , 0.0 , 10)"
158,07-08-2021 12:21,johnathan_boden93@typill.biz,39.0 / 84.0,Johnathan Boden,johnathan_boden8568@iitp.ac.in,8198931646,1401ME24,Option B,Option D,Option B,Option C,Option D,,Option D,Option C,Option A,Option A,,Option C,,,Option B,Option B,Option B,Option D,Option B,Option D,Option A,Option B,Option B,,Option C,Option A,,Option D,30.0 / 84.0,"(13.0 , 9.0 , 6)"
159,07-08-2021 12:21,isabella_gallacher1244@grannar.com,69.0 / 84.0,Isabella Gallacher,isabella_gallacher9348@iitp.ac.in,9207997757,1401CB13,Option A,Option D,Option B,Option C,Option D,Option C,Option D,Option D,Option D,Option A,Option D,Option A,Option D,Option D,Option B,Option D,Option C,Option D,,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option B,65.0 / 84.0,"(23.0 , 4.0 , 1)"
160,07-08-2021 12:21,darlene_goodman9229@cispeto.com,42.0 / 84.0,Darlene Goodman,darlene_goodman7285@iitp.ac.in,7489782274,1401CB01,Option A,Option C,Option B,Option C,Option C,Option C,Option D,Option C,Option C,Option C,Option C,Option A,Option C,Option C,Option C,Option D,Option C,Option B,Option C,Option D,Option C,Option C,Option C,Option D,Option C,Option A,Option C,Option D,28.0 / 84.0,"(14.0 , 14.0 , 0)"
161,07-08-2021 12:21,melinda_gibson6828@elnee.tech,81.0 / 84.0,Melinda Gibson,melinda_gibson3947@iitp.ac.in,8827594296,1401MM16,Option A,Option D,Option B,Option C,Option B,Option C,Option D,Option D,Option A,Option A,Option C,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option B,80.0 / 84.0,"(27.0 , 1.0 , 0)"
162,07-08-2021 12:21,michelle_bailey876@yahoo.com,51.0 / 84.0,Michelle Bailey,michelle_bailey8204@iitp.ac.in,6263538506,1401CE26,,,,Option C,,,Option D,Option D,,Option A,,Option A,Option D,,Option B,Option D,Option C,Option D,,,Option A,,Option A,Option D,Option D,Option A,Option C,Option D,51.0 / 84.0,"(17.0 , 0.0 , 11)"
163,07-08-2021 12:21,cedrick_little3529@nimogy.biz,48.0 / 84.0,Cedrick Little,cedrick_little1287@iitp.ac.in,9826176632,1401CS01,Option A,Option D,Option B,,Option B,Option C,Option D,Option D,,Option A,Option C,Option A,Option B,,,Option C,,Option D,Option C,,Option B,Option A,Option A,Option D,,Option A,Option B,Option D,43.0 / 84.0,"(16.0 , 5.0 , 7)"
164,07-08-2021 12:21,ron_mills3425@irrepsy.com,72.0 / 84.0,Ron Mills,ron_mills8713@iitp.ac.in,8104999366,1401EE22,Option A,Option D,Option B,,Option B,Option C,Option D,Option D,Option A,Option A,Option C,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option A,Option D,Option D,Option A,Option A,Option D,,Option A,Option C,Option D,70.0 / 84.0,"(24.0 , 2.0 , 2)"
165,07-08-2021 12:21,wade_nelson430@gompie.com,54.0 / 84.0,Wade Nelson,wade_nelson7792@iitp.ac.in,9618911215,1401CS19,Option A,,Option B,Option C,Option D,Option C,Option D,Option D,Option C,Option D,,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option C,,,Option A,Option A,Option D,,Option A,Option C,,50.0 / 84.0,"(18.0 , 4.0 , 6)"
166,07-08-2021 12:21,alex_edwards3850@irrepsy.com,72.0 / 84.0,Alex Edwards,alex_edwards8134@iitp.ac.in,8709814323,1401EE40,Option A,Option D,Option B,Option C,Option B,Option C,Option D,Option D,Option A,Option B,Option C,Option A,,Option D,Option B,Option D,Option C,Option D,,Option D,Option A,Option A,Option A,Option D,,Option A,Option C,Option D,71.0 / 84.0,"(24.0 , 1.0 , 3)"
167,07-08-2021 12:21,aurelia_quinnell5167@sveldo.biz,54.0 / 84.0,Aurelia Quinnell,aurelia_quinnell433@iitp.ac.in,7992366082,1401CB07,Option A,,Option B,Option C,Option B,Option C,Option D,Option D,Option D,Option B,Option B,Option A,,Option D,Option B,Option D,,Option D,Option B,,,,Option A,Option D,Option D,Option A,,Option D,51.0 / 84.0,"(18.0 , 3.0 , 7)"
168,07-08-2021 12:21,abbey_purvis8119@mafthy.com,57.0 / 84.0,Abbey Purvis,abbey_purvis4195@iitp.ac.in,7004160381,1401CE58,Option A,,Option B,Option C,Option B,Option C,Option D,Option D,Option D,Option A,Option D,Option A,Option D,,Option B,Option B,Option C,Option A,,Option D,Option D,Option A,,Option D,Option D,Option A,Option C,Option D,52.0 / 84.0,"(19.0 , 5.0 , 4)"
169,07-08-2021 12:21,maddison_tobin9561@womeona.net,69.0 / 84.0,Maddison Tobin,maddison_tobin8296@iitp.ac.in,8433057946,1401CB04,Option A,Option D,Option B,Option C,Option B,Option C,Option D,,,Option A,Option C,Option A,Option D,Option D,Option B,Option D,Option C,Option D,,Option D,Option A,,Option A,Option D,Option B,Option A,Option C,Option D,68.0 / 84.0,"(23.0 , 1.0 , 4)"
170,07-08-2021 12:21,bristol_quinton4660@famism.biz,45.0 / 84.0,Bristol Quinton,bristol_quinton3904@iitp.ac.in,8000562095,1401EE37,Option A,Option D,Option B,Option C,Option B,Option C,Option D,,,Option A,Option C,,,,Option A,Option C,Option C,Option D,,Option B,Option A,,Option A,Option D,Option B,,Option B,Option D,40.0 / 84.0,"(15.0 , 5.0 , 8)"
171,07-08-2021 12:21,lindsay_exton2267@bretoux.com,57.0 / 84.0,Lindsay Exton,lindsay_exton7224@iitp.ac.in,8890871405,1401CE32,Option A,,Option B,Option C,,Option C,Option D,Option D,,Option A,,Option A,Option D,,Option B,,Option C,Option D,Option B,,Option A,,Option A,Option D,Option D,Option A,Option C,,57.0 / 84.0,"(19.0 , 0.0 , 9)"
172,07-08-2021 12:21,alessandra_gordon3570@hourpy.biz,42.0 / 84.0,Alessandra Gordon,alessandra_gordon1940@iitp.ac.in,9492866048,1401CS42,Option C,,Option B,,,,Option D,Option D,Option A,,Option D,Option A,,Option D,Option B,Option D,Option C,,,Option C,,,Option A,Option D,Option D,Option A,Option C,Option A,38.0 / 84.0,"(14.0 , 4.0 , 10)"
173,07-08-2021 12:21,tom_kelly9716@acrit.org,60.0 / 84.0,Tom Kelly,tom_kelly2117@iitp.ac.in,8274905669,1401EE48,,Option D,Option B,Option C,Option B,Option C,,Option D,Option A,,Option D,Option A,,Option D,Option B,Option D,Option C,Option D,,Option D,,Option A,Option A,Option D,Option D,Option A,Option C,Option B,58.0 / 84.0,"(20.0 , 2.0 , 6)"
174,07-08-2021 12:21,aleksandra_mcleod9387@extex.org,27.0 / 84.0,Aleksandra Mcleod,aleksandra_mcleod4954@iitp.ac.in,9922917887,1401CB54,,,Option B,Option C,,Option C,Option A,Option D,Option C,,Option D,,Option B,Option D,,,,Option D,,Option D,,Option B,,Option D,Option B,Option C,,Option D,20.0 / 84.0,"(9.0 , 7.0 , 12)"
175,07-08-2021 12:21,aileen_hamilton732@muall.tech,48.0 / 84.0,Aileen Hamilton,aileen_hamilton9224@iitp.ac.in,6355005147,1401EE82,Option A,Option D,Option B,Option C,Option B,Option C,Option D,,,Option A,Option A,Option A,,,Option B,Option D,Option C,Option D,Option B,,Option D,,Option A,,,Option A,,Option B,45.0 / 84.0,"(16.0 , 3.0 , 9)"
176,07-08-2021 12:21,oliver_walker2847@nimogy.biz,54.0 / 84.0,Oliver Walker,oliver_walker42@iitp.ac.in,7840029135,1401CS79,Option A,Option D,Option B,Option C,Option B,Option C,,,Option B,Option A,Option C,,Option B,Option D,,Option D,Option C,Option D,Option B,,Option D,Option A,Option A,Option D,Option B,Option A,Option B,Option D,49.0 / 84.0,"(18.0 , 5.0 , 5)"
177,07-08-2021 12:21,clint_fenton6951@iatim.tech,63.0 / 84.0,Clint Fenton,clint_fenton8373@iitp.ac.in,8791172525,1401CB03,Option A,Option D,Option B,Option C,Option C,Option C,Option D,Option B,,Option A,Option C,Option A,Option B,Option D,Option B,Option C,Option C,Option D,,Option D,Option A,Option B,Option A,Option D,Option D,Option A,Option C,Option D,58.0 / 84.0,"(21.0 , 5.0 , 2)"
178,07-08-2021 12:21,harvey_giles6814@nanoff.biz,72.0 / 84.0,Harvey Giles,harvey_giles7622@iitp.ac.in,7670977624,1401CS47,Option A,Option D,Option B,Option C,Option B,,Option D,,Option A,Option A,Option C,Option A,,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,,Option A,Option C,Option D,72.0 / 84.0,"(24.0 , 0.0 , 4)"
179,07-08-2021 12:21,kaylee_stevenson3313@liret.org,39.0 / 84.0,Kaylee Stevenson,kaylee_stevenson3889@iitp.ac.in,9414918685,1401CE31,,,Option B,,Option B,Option C,Option D,,,,,,,,Option B,Option D,Option C,,Option B,,Option A,,Option C,Option D,Option D,Option A,Option C,Option B,37.0 / 84.0,"(13.0 , 2.0 , 13)"
180,07-08-2021 12:21,stephanie_emmott1753@jiman.org,48.0 / 84.0,Stephanie Emmott,stephanie_emmott9454@iitp.ac.in,7568145092,1401CS30,,Option D,Option A,Option C,,Option C,Option D,Option D,Option A,Option A,,,,,,,Option C,Option D,Option B,,Option A,Option A,Option A,Option D,,Option A,Option C,Option B,46.0 / 84.0,"(16.0 , 2.0 , 10)"
181,07-08-2021 12:21,catherine_cork6627@gembat.biz,27.0 / 84.0,Catherine Cork,catherine_cork1658@iitp.ac.in,9507949460,1401CB42,Option A,,Option B,Option C,,,,,,Option A,,Option A,,,,,Option C,Option D,,,,,,,,Option A,,Option D,27.0 / 84.0,"(9.0 , 0.0 , 19)"
182,07-08-2021 12:21,clarissa_little3481@muall.tech,45.0 / 84.0,Clarissa Little,clarissa_little8898@iitp.ac.in,9669933211,1401CE59,Option A,,Option B,Option C,,Option D,Option D,,Option C,Option A,,Option A,Option D,,Option B,Option C,Option C,Option D,Option B,,Option D,,Option A,Option D,,Option A,,Option D,41.0 / 84.0,"(15.0 , 4.0 , 9)"
183,07-08-2021 12:21,diane_warner4740@nanoff.biz,60.0 / 84.0,Diane Warner,diane_warner9814@iitp.ac.in,7893142313,1401EE30,Option A,,Option B,Option C,,,Option D,Option D,Option A,Option A,Option D,Option A,Option D,Option D,Option B,Option C,Option C,Option A,Option C,Option D,Option D,Option A,Option A,Option D,Option D,Option A,Option C,Option D,55.0 / 84.0,"(20.0 , 5.0 , 3)"
184,07-08-2021 12:21,mark_brock4700@vetan.org,78.0 / 84.0,Mark Brock,mark_brock4989@iitp.ac.in,7021991501,1401CB48,Option B,Option D,Option B,Option C,Option B,,Option D,Option D,Option A,Option A,Option C,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option D,77.0 / 84.0,"(26.0 , 1.0 , 1)"
185,07-08-2021 12:21,mara_donnelly3643@guentu.biz,48.0 / 84.0,Mara Donnelly,mara_donnelly3986@iitp.ac.in,7597460217,1401EE45,Option A,,Option B,Option C,Option B,,,Option D,,,Option D,Option A,Option D,,Option B,Option B,Option C,Option A,,Option D,Option D,Option A,,Option D,Option D,Option A,Option C,Option D,44.0 / 84.0,"(16.0 , 4.0 , 8)"
186,07-08-2021 12:21,erick_taylor9711@mafthy.com,36.0 / 84.0,Erick Taylor,erick_taylor4343@iitp.ac.in,6287855728,1401CB52,,Option D,Option B,,Option B,Option C,,,,,Option B,Option A,,Option D,Option B,,Option C,,Option A,Option D,Option A,Option B,,Option D,,Option A,,,33.0 / 84.0,"(12.0 , 3.0 , 13)"
187,07-08-2021 12:21,bart_willis5688@corti.com,72.0 / 84.0,Bart Willis,bart_willis1099@iitp.ac.in,8529750338,1401CS59,Option A,,Option B,Option C,Option B,Option C,Option D,Option D,Option C,Option A,Option C,Option A,Option B,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option D,Option D,69.0 / 84.0,"(24.0 , 3.0 , 1)"
188,07-08-2021 12:21,vicky_weldon1112@infotech44.tech,39.0 / 84.0,Vicky Weldon,vicky_weldon4939@iitp.ac.in,9162027181,1401CE46,,,Option B,,,Option C,Option D,Option D,,Option A,,Option A,Option B,,Option B,Option D,Option C,,,Option B,,Option C,Option A,Option D,,Option A,,Option D,36.0 / 84.0,"(13.0 , 3.0 , 12)"
189,07-08-2021 12:21,boris_harrison5921@nickia.com,60.0 / 84.0,Boris Harrison,boris_harrison3622@iitp.ac.in,9648276464,1401CE64,Option A,,Option B,Option C,,Option C,Option D,Option D,,Option A,,Option A,Option D,,Option B,,Option C,Option D,Option B,Option C,Option A,,Option A,Option D,Option D,Option A,Option C,Option D,59.0 / 84.0,"(20.0 , 1.0 , 7)"
190,07-08-2021 12:21,sara_willis7661@corti.com,48.0 / 84.0,Sara Willis,sara_willis6832@iitp.ac.in,8544637358,1401ME67,,,Option B,,Option B,Option C,,,,Option A,Option C,,,,Option B,Option D,,Option D,Option B,Option D,Option A,,Option A,Option D,,Option A,Option C,Option D,48.0 / 84.0,"(16.0 , 0.0 , 12)"
191,07-08-2021 12:21,jacob_robertson5637@grannar.com,54.0 / 84.0,Jacob Robertson,jacob_robertson8580@iitp.ac.in,7372835523,1401CE27,Option A,,Option B,,Option B,,Option D,Option D,,,Option D,Option A,Option D,Option D,Option B,Option B,Option C,Option A,,Option D,Option D,Option A,Option A,Option D,Option D,Option A,Option C,Option D,50.0 / 84.0,"(18.0 , 4.0 , 6)"
192,07-08-2021 12:21,eileen_rowan1164@supunk.biz,60.0 / 84.0,Eileen Rowan,eileen_rowan4472@iitp.ac.in,7891525999,1401CS17,Option A,,Option B,Option C,Option B,Option C,,Option D,Option A,Option A,Option D,Option D,Option D,Option B,Option B,Option C,Option C,Option C,Option B,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option B,54.0 / 84.0,"(20.0 , 6.0 , 2)"
193,07-08-2021 12:21,harvey_hudson9277@bulaffy.com,57.0 / 84.0,Harvey Hudson,harvey_hudson6510@iitp.ac.in,8712309567,1401CS16,Option A,Option D,Option B,Option C,Option C,Option C,Option D,Option C,Option A,Option A,Option A,Option C,Option B,Option D,Option B,Option C,Option C,Option D,Option C,Option D,Option C,Option A,Option B,Option D,Option D,Option A,Option C,Option D,48.0 / 84.0,"(19.0 , 9.0 , 0)"
194,07-08-2021 12:21,belinda_franks9295@dionrab.com,54.0 / 84.0,Belinda Franks,belinda_franks7283@iitp.ac.in,9983596950,1401ME15,,,Option B,,Option B,Option C,Option D,,,Option A,,,,Option D,Option B,Option D,Option C,Option D,Option A,Option D,Option A,Option A,Option A,Option D,,Option A,Option C,Option D,53.0 / 84.0,"(18.0 , 1.0 , 9)"
195,07-08-2021 12:21,kieth_graham77@elnee.tech,57.0 / 84.0,Kieth Graham,kieth_graham882@iitp.ac.in,8405046048,1401CS64,,,Option B,,Option B,Option C,Option D,,Option A,Option A,,Option C,,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,Option D,Option C,,Option D,55.0 / 84.0,"(19.0 , 2.0 , 7)"
196,07-08-2021 12:21,valerie_simpson4168@iatim.tech,66.0 / 84.0,Valerie Simpson,valerie_simpson9218@iitp.ac.in,9398711723,1401CB62,Option A,Option D,Option B,Option C,,Option C,Option D,Option D,Option A,,,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option A,Option D,Option D,Option A,Option A,Option D,,Option A,Option C,Option D,64.0 / 84.0,"(22.0 , 2.0 , 4)"
197,07-08-2021 12:21,mark_connell2779@bulaffy.com,63.0 / 84.0,Mark Connell,mark_connell2111@iitp.ac.in,7355340223,1401CS60,Option A,Option D,Option B,Option C,Option D,Option C,Option D,Option D,Option A,Option A,,Option A,Option D,,Option B,Option D,Option C,Option D,Option A,Option D,,,Option A,Option D,Option D,Option A,Option D,Option D,60.0 / 84.0,"(21.0 , 3.0 , 4)"
198,07-08-2021 12:21,boris_coll5866@yahoo.com,45.0 / 84.0,Boris Coll,boris_coll1907@iitp.ac.in,9006384450,1401EE66,Option A,,Option B,Option C,Option B,Option C,,Option D,,,Option C,Option A,,,Option B,,Option C,Option D,Option B,,,,Option A,Option D,,,,Option D,45.0 / 84.0,"(15.0 , 0.0 , 13)"
199,07-08-2021 12:21,carl_noon4750@twace.org,42.0 / 84.0,Carl Noon,carl_noon1584@iitp.ac.in,9954322531,1401CB58,,,Option B,,Option C,Option C,Option D,,Option A,Option A,Option C,Option A,Option D,,,Option D,,,,,Option A,,Option A,Option D,Option B,Option A,Option C,,40.0 / 84.0,"(14.0 , 2.0 , 12)"
200,07-08-2021 12:21,margot_terry9622@acrit.org,51.0 / 84.0,Margot Terry,margot_terry509@iitp.ac.in,6397229170,1401MM21,Option A,,Option B,Option C,Option A,,Option D,,,Option A,Option D,Option A,Option D,Option D,Option B,,Option C,Option D,Option A,Option D,Option A,,,Option D,,Option A,Option C,Option D,48.0 / 84.0,"(17.0 , 3.0 , 8)"
201,07-08-2021 12:21,danny_allen2687@brety.org,57.0 / 84.0,Danny Allen,danny_allen7243@iitp.ac.in,9392513015,1401ME34,Option A,Option D,Option B,Option C,,,Option D,Option D,Option A,Option A,,Option A,Option D,Option D,Option B,,Option C,Option D,,Option D,,Option A,Option A,Option D,,Option B,Option C,Option B,55.0 / 84.0,"(19.0 , 2.0 , 7)"
202,07-08-2021 12:21,karen_edley1572@cispeto.com,42.0 / 84.0,Karen Edley,karen_edley1044@iitp.ac.in,9356703031,1401ME59,Option A,Option D,Option B,Option C,,Option C,Option D,,,Option A,Option D,,,,Option B,Option C,Option C,Option D,Option A,Option B,,,Option A,,,Option A,Option C,Option D,38.0 / 84.0,"(14.0 , 4.0 , 10)"
203,07-08-2021 12:21,doug_lynn3945@guentu.biz,51.0 / 84.0,Doug Lynn,doug_lynn7947@iitp.ac.in,8539810934,1401ME33,Option A,,Option B,Option C,,Option C,Option D,,,Option B,,Option A,Option D,Option D,Option B,,Option C,Option D,,,Option A,,Option A,Option D,Option D,Option A,Option C,,50.0 / 84.0,"(17.0 , 1.0 , 10)"
204,07-08-2021 12:21,bethany_dobson5061@sheye.org,81.0 / 84.0,Bethany Dobson,bethany_dobson1629@iitp.ac.in,7696795106,1401MM37,Option A,Option D,Option B,Option C,Option B,Option C,Option D,Option D,Option A,Option A,Option C,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option B,80.0 / 84.0,"(27.0 , 1.0 , 0)"
205,07-08-2021 12:21,sabina_hope5558@nanoff.biz,57.0 / 84.0,Sabina Hope,sabina_hope1868@iitp.ac.in,8208472006,1401CB21,Option A,Option D,Option B,Option C,,Option C,Option D,Option D,Option A,Option D,Option D,Option A,Option D,Option A,Option A,Option B,Option C,Option D,Option A,Option D,Option A,,Option A,Option D,,Option A,Option C,Option D,51.0 / 84.0,"(19.0 , 6.0 , 3)"
206,07-08-2021 12:21,johnny_quinn3029@irrepsy.com,39.0 / 84.0,Johnny Quinn,johnny_quinn3648@iitp.ac.in,9528630408,1401EE49,Option A,,,Option C,Option A,,,,,,Option D,Option A,Option D,,Option B,,Option C,Option D,Option A,Option D,Option A,,,Option D,,Option A,Option C,Option D,36.0 / 84.0,"(13.0 , 3.0 , 12)"
